Trade Name,Address,City,State,Zip,Occupation Code,Owner Name,Location 1
CLUB GEMINI,2731 HAMILTON ST,NEW ORLEANS,LA,70118-1651,1126 - DRINKING PLACES (ALCOHOLIC BEVERAGES),CLUB GEMINI LLC,"2731 HAMILTON ST
NEW ORLEANS, LA 70118-1651
(29.965388825000048, -90.12585141499994)"
Club Good Times,2901 Conti St,NEW ORLEANS,LA,70119,1126 - DRINKING PLACES (ALCOHOLIC BEVERAGES),"Club Good Times II, LLC.","2901 Conti St
NEW ORLEANS, LA 70119
(29.969714491000047, -90.08747466899996)"
CLUB SOUL SOCIAL & PLEASURE CLUB,1623 ST ANN ST,NEW ORLEANS,LA,70116,1126 - DRINKING PLACES (ALCOHOLIC BEVERAGES),CLUB SOUL SOCIAL & PLEASURE CLUB INC,"1623 ST ANN ST
NEW ORLEANS, LA 70116
(29.96450387300007, -90.07226339699997)"
CLUB TEEDE,2527 GRAVIER ST,NEW ORLEANS,LA,70119,1126 - DRINKING PLACES (ALCOHOLIC BEVERAGES),TEEIE'S PLACE INC,"2527 GRAVIER ST
NEW ORLEANS, LA 70119
(29.959735731000023, -90.08944852799999)"
COCHON,930 TCHOUPITOULAS ST,NEW ORLEANS,LA,70130,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),"LINK RESTAURANT PARTNERS,L.L.C.","930 TCHOUPITOULAS ST
NEW ORLEANS, LA 70130
(29.94229364100005, -90.06743879299995)"
COCHON BUTCHER/CALCASIEN,930 TCHOUPITOULAS ST,NEW ORLEANS,LA,70130,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),"BUTCHER BANQUET,LLC","930 TCHOUPITOULAS ST
NEW ORLEANS, LA 70130
(29.94229364100005, -90.06743879299995)"
COFFEE & CONCIERGE LTD,334 ROYAL ST,NEW ORLEANS,LA,70130-2229,2064 - SNACK & NONALCOHOLIC BEVERAGE BARS,COFFEE & CONCIERGE LTD,"334 ROYAL ST
NEW ORLEANS, LA 70130-2229
(29.95547113600003, -90.06697903199995)"
COLUMNS HOTEL,3811 ST CHARLES AVE,NEW ORLEANS,LA,70115,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),THE COLUMNS HOTEL INC,"3811 ST CHARLES AVE
NEW ORLEANS, LA 70115
(29.92707776000003, -90.09596352899996)"
COMMANDERS PALACE INC,1403 WASHINGTON AVE,NEW ORLEANS,LA,70130-5751,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),COMMANDERS PALACE INC,"1403 WASHINGTON AVE
NEW ORLEANS, LA 70130-5751
(29.928758939000033, -90.08431626499998)"
COMPAC FOOD & GENERAL STORE,730 ST LOUIS ST,NEW ORLEANS,LA,70130,1106 - GROCERY (EXC CONVENIENCE) STORES,"HINA ENTERPRISES, INC","730 ST LOUIS ST
NEW ORLEANS, LA 70130
(29.956836590000023, -90.06680618999997)"
COMPAC FOOD & GENERAL STORE,730 ST LOUIS ST,NEW ORLEANS,LA,70130,1106 - GROCERY (EXC CONVENIENCE) STORES,"HINA ENTERPRISES, INC","730 ST LOUIS ST
NEW ORLEANS, LA 70130
(29.956836590000023, -90.06680618999997)"
COMPAK FOOD & DELI,501 DAUPHINE ST,NEW ORLEANS,LA,70130,1101 - CONVENIENCE STORES,"DURGA ENTERPRISES, INC","501 DAUPHINE ST
NEW ORLEANS, LA 70130
(29.957729073000053, -90.06791721399998)"
CONTEMPORARY ARTS CENTER,900 CAMP ST,NEW ORLEANS,LA,70130,1173 - ART DEALERS,CONTEMPORARY ARTS CENTER,"900 CAMP ST
NEW ORLEANS, LA 70130
(29.94373168900006, -90.07097053699994)"
CONTINENTAL,7140 DOWNMAN RD,NEW ORLEANS,LA,70126-2562,1126 - DRINKING PLACES (ALCOHOLIC BEVERAGES),BUNDEE'S INC,"7140 DOWNMAN RD
NEW ORLEANS, LA 70126-2562
(30.02479682200004, -90.02402633799994)"
COOP'S PLACE,1109 DECATUR ST,NEW ORLEANS,LA,70116-2605,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),JCOOP INC,"1109 DECATUR ST
NEW ORLEANS, LA 70116-2605
(29.960110222000026, -90.05981183999995)"
COPELAND'S CHEESECAKE BISTRO,2001 ST CHARLES AVE,NEW ORLEANS,LA,70130-5318,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),COPELAND'S CHEESECAKE BISLLC,"2001 ST CHARLES AVE
NEW ORLEANS, LA 70130-5318
(29.935303899000075, -90.07899733199997)"
COQUETTE,2800 MAGAZINE ST,NEW ORLEANS,LA,70115,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),BISTRO COQUETTE LLC,"2800 MAGAZINE ST
NEW ORLEANS, LA 70115
(29.926115604000074, -90.08257631899994)"
CORNER POCKET,940 ST LOUIS ST,NEW ORLEANS,LA,70112,1126 - DRINKING PLACES (ALCOHOLIC BEVERAGES),MIK LEE INC,"940 ST LOUIS ST
NEW ORLEANS, LA 70112
(29.958166323000057, -90.06879618099998)"
COSIMO'S,1201 BURGUNDY ST,NEW ORLEANS,LA,70116,1126 - DRINKING PLACES (ALCOHOLIC BEVERAGES),"HUMMEL HOLDINGS, LLC","1201 BURGUNDY ST
NEW ORLEANS, LA 70116
(29.96393801800008, -90.06383067799999)"
COSTCO WHOLESALE 1147,3900 DUBLIN ST,NEW ORLEANS,LA,70118,"1111 - SPECIALTY FOOD STORES, ALL OTHER",COSTCO WHOLESALE CORPORATION,"3900 DUBLIN ST
NEW ORLEANS, LA 70118
(29.967591988000038, -90.11008013399999)"
COUNTRY CLUB,634 LOUISA ST,NEW ORLEANS,LA,70117,1126 - DRINKING PLACES (ALCOHOLIC BEVERAGES),COUNTRY CLUB INC.,"634 LOUISA ST
NEW ORLEANS, LA 70117
(29.962889526000026, -90.04380088399995)"
COUNTRY FLAME MAYRA,620 IBERVILLE ST,NEW ORLEANS,LA,70130,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),COUNTRY FLAME MAYRA LLC,"620 IBERVILLE ST
NEW ORLEANS, LA 70130
(29.953766040000062, -90.06778280399999)"
COURT LIQUORS,618-620 BOURBON ST,NEW ORLEANS,LA,70130,1101 - CONVENIENCE STORES,"JOS FEIN CATERERS, INC","618-620 BOURBON ST
NEW ORLEANS, LA 70130
(29.95800790000004, -90.06616188899994)"
COURT OF TWO SISTERS,613 ROYAL ST,NEW ORLEANS,LA,70130-2115,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),JOS FEIN CATERER INC,"613 ROYAL ST
NEW ORLEANS, LA 70130-2115
(29.957530263000024, -90.06522180299999)"
COURT TAVERN,612-614 BOURBON ST,NEW ORLEANS,LA,70130,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),"JOS FEIN CATERERS, INC","612-614 BOURBON ST
NEW ORLEANS, LA 70130
(29.957968159000075, -90.06619556899994)"
COURTYARD BY MARRIOTT,124 ST CHARLES AVE,NEW ORLEANS,LA,70130-2506,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),COURTYARD MANAGEMENT COR,"124 ST CHARLES AVE
NEW ORLEANS, LA 70130-2506
(29.952402609000046, -90.06962697599994)"
COURTYARD BY MARRIOTT,300 JULIA ST,NEW ORLEANS,LA,70130-3604,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),COURTYARD MANAGEMENT COR,"300 JULIA ST
NEW ORLEANS, LA 70130-3604
(29.944633925000062, -90.06624618099994)"
COURTYARD NEW ORLEANS DOWNTOWN/IBERVILLE,910 IBERVILLE ST,NEW ORLEANS,LA,70130,1126 - DRINKING PLACES (ALCOHOLIC BEVERAGES),COURTYARD MANAGEMENT CORPORATION,"910 IBERVILLE ST
NEW ORLEANS, LA 70130
(29.955397353000023, -90.07021531299995)"
COWBELL,1200 EAGLE ST,NEW ORLEANS,LA,70118,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),GREEN TOMATO PRODUCTION LLC,"1200 EAGLE ST
NEW ORLEANS, LA 70118
(29.952152564000073, -90.13555017099998)"
COYE FOOD STORE,9103 FIG ST,NEW ORLEANS,LA,70118-2314,1101 - CONVENIENCE STORES,JUDEH SUHAD,"9103 FIG ST
NEW ORLEANS, LA 70118-2314
(29.967103421000047, -90.12423245899998)"
CR CATERING,1631 ORETHA CASTLE HALEY BLVD,NEW ORLEANS,LA,70113,2065 - CATERERS,CAFE RECONCILE CATERING LLC,"1631 ORETHA CASTLE HALEY BLVD
NEW ORLEANS, LA 70113
(29.939828910000074, -90.08022451199997)"
CRAZY AL'S,26860 CHEF MENTEUR HWY,NEW ORLEANS,LA,70129,1126 - DRINKING PLACES (ALCOHOLIC BEVERAGES),AL'S EMPIRE INC,"26860 CHEF MENTEUR HWY
NEW ORLEANS, LA 70129
(30.16257074600003, -89.74014927499996)"
CREOLE QUEEN, POYDRAS ST,NEW ORLEANS,LA,70130,1126 - DRINKING PLACES (ALCOHOLIC BEVERAGES),N O PADDLE WHEELS INC,"POYDRAS ST
NEW ORLEANS, LA 70130
(29.948055630000056, -90.06334447899997)"
CREOLE SEAFOOD,3911 WASHINGTON AVE,NEW ORLEANS,LA,70125-2904,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),ROSS'S CREOLE SEAFOOD LLC,"3911 WASHINGTON AVE
NEW ORLEANS, LA 70125-2904
(29.949735609000072, -90.09995094499999)"
CREOLE SUPERSTORE,623 CANAL ST,NEW ORLEANS,LA,70130-2331,1101 - CONVENIENCE STORES,MAGNOLIA ENTERPRISES INC,"623 CANAL ST
NEW ORLEANS, LA 70130-2331
(29.953054801000064, -90.06865560199998)"
CRESCENT CITY MARKETPLACE,2 POYDRAS ST,NEW ORLEANS,LA,70130,"1110 - BEER, WINE & LIQUOR STORES",NEW ORLEANS HILTON BEVERAGE CORPORATION,"2 POYDRAS ST
NEW ORLEANS, LA 70130
(29.947833812000056, -90.06351872999994)"
CRESCENT CROWN,5900 ALMONASTER ST,NEW ORLEANS,LA,70126,0144 - WINE/DISTILLED ALCOHOLIC BEV WHLSRS,CRESCENT CROWN,"5900 ALMONASTER ST
NEW ORLEANS, LA 70126
(30.00421265700004, -90.01606200399999)"
CRESCENT PALMS MOTEL,3923 MARTIN LUTHER KING JR BLVD,NEW ORLEANS,LA,70125,1126 - DRINKING PLACES (ALCOHOLIC BEVERAGES),3923 MLK LLC,"3923 MARTIN LUTHER KING JR BLVD
NEW ORLEANS, LA 70125
(29.95148539300004, -90.09730708999996)"
CROWDER CENTER,5769 CROWDER BLVD,NEW ORLEANS,LA,70127,1101 - CONVENIENCE STORES,DALYA LLC,"5769 CROWDER BLVD
NEW ORLEANS, LA 70127
(30.02833452400006, -89.99262343899994)"
CROWN AND ANCHOR (THE),200 PELICAN AVE,NEW ORLEANS,LA,70114-2346,1126 - DRINKING PLACES (ALCOHOLIC BEVERAGES),KESTREL HOLDINGS INC,"200 PELICAN AVE
NEW ORLEANS, LA 70114-2346
(29.951355185000068, -90.05415528799995)"
CRYSTAL PALACE,10020 CHEF MENTEUR HWy,NEW ORLEANS,LA,70127-4208,1126 - DRINKING PLACES (ALCOHOLIC BEVERAGES),CRYSTAL PALACE LLC,"10020 CHEF MENTEUR HWy
NEW ORLEANS, LA 70127-4208
(30.018263581000042, -89.96873433299999)"
CRYSTAL PLAZA DAIQUiRIS,5741 CROWDER BLVD,NEW ORLEANS,LA,70126,1126 - DRINKING PLACES (ALCOHOLIC BEVERAGES),NAOUM HADIR THOMAS,"5741 CROWDER BLVD
NEW ORLEANS, LA 70126
(30.027949155000044, -89.99241151399997)"
CURB SIDE DAIQUIRIS,1030 ELYSIAN FIELDS AVE,NEW ORLEANS,LA,70117-8402,1126 - DRINKING PLACES (ALCOHOLIC BEVERAGES),"CURB SIDE DAIQUIRIS, INC","1030 ELYSIAN FIELDS AVE
NEW ORLEANS, LA 70117-8402
(29.96825800700003, -90.05697261699999)"
CURE,4905 FRERET ST,NEW ORLEANS,LA,70115,1126 - DRINKING PLACES (ALCOHOLIC BEVERAGES),CURE LLC,"4905 FRERET ST
NEW ORLEANS, LA 70115
(29.93495821500005, -90.10753935199995)"
CUTTER'S,706 FRANKLIN AVE,NEW ORLEANS,LA,70117-7807,1126 - DRINKING PLACES (ALCOHOLIC BEVERAGES),"LOU'S LOUNGE, LLC","706 FRANKLIN AVE
NEW ORLEANS, LA 70117-7807
(29.965129562000072, -90.05134026399998)"
CVS  Pharmacy # 8266,2585 LEON C SIMON DR,NEW ORLEANS,LA,70122,1120 - PHARMACIES & DRUG STORES,"Louisiana CVS Pharmacy, L.L.C.","2585 LEON C SIMON DR
NEW ORLEANS, LA 70122
(30.026357208000036, -90.05251559099997)"
CVS PHARMACY #10483,1600 ELYSIAN FIELDS AVE,NEW ORLEANS,LA,70117,1120 - PHARMACIES & DRUG STORES,"LOUISIANA CVS PHARMACY,LLC","1600 ELYSIAN FIELDS AVE
NEW ORLEANS, LA 70117
(29.973826985000073, -90.05742200699996)"
CVS PHARMACY #2728,620 DECATUR ST,NEW ORLEANS,LA,70130,1120 - PHARMACIES & DRUG STORES,LOUISIANA CVS PHARMACY LLC,"620 DECATUR ST
NEW ORLEANS, LA 70130
(29.956651072000057, -90.06280892499996)"
CVS/ PHARMACY #763,800-B CANAL ST,NEW ORLEANS,LA,70112,1120 - PHARMACIES & DRUG STORES,LOUISIANA CVS PHARMACY LLC,"800-B CANAL ST
NEW ORLEANS, LA 70112
(29.95372564200005, -90.07013931899996)"
CVS/PHARMACY # 10108,5902 READ BLVD,NEW ORLEANS,LA,70112,1120 - PHARMACIES & DRUG STORES,"LOUISIANA CVS PHARMACY, LLC","5902 READ BLVD
NEW ORLEANS, LA 70112
(30.035664196000027, -89.97529108099997)"
CVS/PHARMACY #05387,3621 GENERAL DE GAULLE DR,NEW ORLEANS,LA,70131,1120 - PHARMACIES & DRUG STORES,"LOUISIANA CVS PHARMACY, LLC","3621 GENERAL DE GAULLE DR
NEW ORLEANS, LA 70131
(29.924542745000053, -90.02103900799995)"
CVS/PHARMACY #5503,4901 PRYTANIA ST,NEW ORLEANS,LA,70115,1120 - PHARMACIES & DRUG STORES,LOUISIANA CVS PHARMACY LLC,"4901 PRYTANIA ST
NEW ORLEANS, LA 70115
(29.924598049000053, -90.10790923499997)"
D.B.A. N O LA,618 FRENCHMEN ST,NEW ORLEANS,LA,70116,1126 - DRINKING PLACES (ALCOHOLIC BEVERAGES),FRENCHMEN STREET BAR LLC,"618 FRENCHMEN ST
NEW ORLEANS, LA 70116
(29.963948473000073, -90.05783221899998)"
DAIQUIRI CHEF,3738 DOWNMAN RD,NEW ORLEANS,LA,70126,1126 - DRINKING PLACES (ALCOHOLIC BEVERAGES),"ABF,LLC","3738 DOWNMAN RD
NEW ORLEANS, LA 70126
(30.00830045600003, -90.02087711199994)"
DAIQUIRI DELIGHTS SHOP INC,300 BOURBON ST,NEW ORLEANS,LA,70130-2213,1126 - DRINKING PLACES (ALCOHOLIC BEVERAGES),"DAIQUIRI DELIGHTS SHOP, INC","300 BOURBON ST
NEW ORLEANS, LA 70130-2213
(29.95606110400007, -90.06789855299996)"
DAIQUIRI ISLAND SPORTS BAR,7910 EARHART BLVD,NEW ORLEANS,LA,70125,1126 - DRINKING PLACES (ALCOHOLIC BEVERAGES),MONTGOMERY NORTON INC,"7910 EARHART BLVD
NEW ORLEANS, LA 70125
(29.960012771000038, -90.11333895699994)"
DAIQUIRI LOUNGE,4201 WASHINGTON AVE,NEW ORLEANS,LA,70125,1126 - DRINKING PLACES (ALCOHOLIC BEVERAGES),"DAIQUIRI LOUNGE, LLC","4201 WASHINGTON AVE
NEW ORLEANS, LA 70125
(29.95299488200004, -90.10158320799997)"
DAIQUIRI PARADISE ISLAND,911 DECATUR ST,NEW ORLEANS,LA,70116-3307,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),TRATTORIA PAESANO INC,"911 DECATUR ST
NEW ORLEANS, LA 70116-3307
(29.95859036300004, -90.06117268399998)"
DAIQUIRI PLACE,3707 GENERAL DE GAULLE DR,NEW ORLEANS,LA,70114-8205,1126 - DRINKING PLACES (ALCOHOLIC BEVERAGES),"FROZEN DELIGHTS INC     PAPI, ARMANDO","3707 GENERAL DE GAULLE DR
NEW ORLEANS, LA 70114-8205
(29.923500171000057, -90.01908195699997)"
DAIQUIRIS & COMPANY,6301 ELYSIAN FIELDS AVE,NEW ORLEANS,LA,70122-4235,1126 - DRINKING PLACES (ALCOHOLIC BEVERAGES),CLUB DAIQUIRIS INC,"6301 ELYSIAN FIELDS AVE
NEW ORLEANS, LA 70122-4235
(30.023282921000032, -90.06095951199995)"
DAISY DUKES,121 CHARTRES ST,NEW ORLEANS,LA,70130,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),"RICHFAMILY, LLC","121 CHARTRES ST
NEW ORLEANS, LA 70130
(29.95312048100004, -90.06774184299996)"
DAISY DUKES EXPRESS,123 CARONDELET ST,NEW ORLEANS,LA,70130,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),DD DELIVERY LLC,"123 CARONDELET ST
NEW ORLEANS, LA 70130
(29.95323110000004, -90.07050270999997)"
DANNY FOOD STORE,2000 EARHART BLVD,NEW ORLEANS,LA,70113,1101 - CONVENIENCE STORES,"STEVEN CAO TRAN, INC.","2000 EARHART BLVD
NEW ORLEANS, LA 70113
(29.949066387000073, -90.08540743399999)"
DANNY'S PACKAGE LIQUOR &      SEAFOOD MKT,1812 ONZAGA ST,NEW ORLEANS,LA,70116,1101 - CONVENIENCE STORES,P & N ENTERPRISES INC,"1812 ONZAGA ST
NEW ORLEANS, LA 70116
(29.974883627000054, -90.06705738799997)"
DANTE' KITCHEN,736 DANTE ST,NEW ORLEANS,LA,70118,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),SEASONED PALATES LLC,"736 DANTE ST
NEW ORLEANS, LA 70118
(29.945700938000073, -90.13488184699997)"
DAT DOG,3336 MAGAZINE ST,NEW ORLEANS,LA,70115,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),DAT DOG ENTERPRISES LLC,"3336 MAGAZINE ST
NEW ORLEANS, LA 70115
(29.92312428100007, -90.08848176299995)"
DAT DOGS,5030 FRERET ST,NEW ORLEANS,LA,70115,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),DAT DOGS ENTERPRISES LLC,"5030 FRERET ST
NEW ORLEANS, LA 70115
(29.93494323500005, -90.10911106499998)"
DAT DOGS,601 FRENCHMEN ST,NEW ORLEANS,LA,70116,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),DAT DOGS ENTERPRISES LLC,"601 FRENCHMEN ST
NEW ORLEANS, LA 70116
(29.96367192500003, -90.05774925499998)"
DAT'S CAJUN SEAFOOD,3020 GENERAL DE GAULLE DR,NEW ORLEANS,LA,70114,1104 - FISH & SEAFOOD MARKETS,"DAT'S CAJUN SEAFOOD, LLC","3020 GENERAL DE GAULLE DR
NEW ORLEANS, LA 70114
(29.92711709300005, -90.02554102899995)"
DAT'S GROCERY,1600 MAGAZINE ST,NEW ORLEANS,LA,70130-4726,1101 - CONVENIENCE STORES,DAT'S GROCERY INC,"1600 MAGAZINE ST
NEW ORLEANS, LA 70130-4726
(29.932312576000072, -90.07302044599999)"
DAY & NIGHT DISCOUNT,4039 LOUISA ST,NEW ORLEANS,LA,70126,1101 - CONVENIENCE STORES,BINH VAN CORPORATION,"4039 LOUISA ST
NEW ORLEANS, LA 70126
(30.001783646000035, -90.03524864799994)"
DAY & NIGHT DISCOUNT #2,10422 CHEF MENTEUR HWY,NEW ORLEANS,LA,70127,1131 - GASOLINE STATIONS W/CONVENIENCE STORES,"DAY & NICHT, LLC","10422 CHEF MENTEUR HWY
NEW ORLEANS, LA 70127
(30.019593314000076, -89.96343383599998)"
DE JA VU SHOWGIRLS,226-228 BOURBON ST,NEW ORLEANS,LA,70130,1126 - DRINKING PLACES (ALCOHOLIC BEVERAGES),"DEJA VU SHOWGIRLS OF NEW ORLEANS, LLC.","226-228 BOURBON ST
NEW ORLEANS, LA 70130
(29.954935247000037, -90.06890176499996)"
DEANIE'S ON HAYNE,7350 HAYNE BLVD,NEW ORLEANS,LA,70126,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),STEVEN G FEDERER,"7350 HAYNE BLVD
NEW ORLEANS, LA 70126
(30.038494193000076, -90.00939144399996)"
DEANIE'S SEAFOOD,841 IBERVILLE ST,NEW ORLEANS,LA,70112,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),CHIFICI ENTERPRISES INC,"841 IBERVILLE ST
NEW ORLEANS, LA 70112
(29.954983205000076, -90.06950090699996)"
DEEP SOUTH TRADING CO,600 CANAL ST,NEW ORLEANS,LA,70130,1101 - CONVENIENCE STORES,DEEP SOUTH GROCERY CO   INC,"600 CANAL ST
NEW ORLEANS, LA 70130
(29.95254664500004, -90.06843551699995)"
DEJA VU,400 DAUPHINE ST,NEW ORLEANS,LA,70112-3406,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),"CRESCENT CITY DEJA VU, L,L,C.","400 DAUPHINE ST
NEW ORLEANS, LA 70112-3406
(29.95695066600007, -90.06854843999997)"
DEL FUEGO TAQUERIA,4518 MAGAZINE ST,NEW ORLEANS,LA,70115,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),FDSQUARED LLC,"4518 MAGAZINE ST
NEW ORLEANS, LA 70115
(29.920633047000024, -90.10323788399995)"
DELMONICO RESTAURANT,1300 ST CHARLES AVE,NEW ORLEANS,LA,70130-4336,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),EMERIL LLC,"1300 ST CHARLES AVE
NEW ORLEANS, LA 70130-4336
(29.940372787000058, -90.07440664099994)"
DESI VEGA'S STEAKHOUSE,628 ST CHARLES AVE,NEW ORLEANS,LA,70130,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),DESI VEGA LLC,"628 ST CHARLES AVE
NEW ORLEANS, LA 70130
(29.94760220300003, -90.07116066299994)"
DIAMOND BILLIARD CLUB,4646 MICHOUD BLVD,NEW ORLEANS,LA,70129,"4502 - COIN-OPER AMUSEMENT DEVICES, ALL OTH","DIAMOND BILLIARD CLUB,LLC","4646 MICHOUD BLVD
NEW ORLEANS, LA 70129
(30.03217738400008, -89.92832841799998)"
DICK & JENNY'S,4501 TCHOUPITOULAS ST,NEW ORLEANS,LA,70115,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),"VANDELAY RESTAURANT GROUP, LLC","4501 TCHOUPITOULAS ST
NEW ORLEANS, LA 70115
(29.917048299000044, -90.10256264699996)"
DICKIE BRENNAN'S STEAK HOUSE,716 IBERVILLE ST,NEW ORLEANS,LA,70130-2324,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),SEVEN SIXTEEN IBERVILLE LLC,"716 IBERVILLE ST
NEW ORLEANS, LA 70130-2324
(29.954277372000035, -90.06854613599995)"
DILLARD UNIVERSITY - SODEXO FOOD SER,2601 GENTILLY BLVD,NEW ORLEANS,LA,70122-3043,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),SODEXO MANAGEMENT INC,"2601 GENTILLY BLVD
NEW ORLEANS, LA 70122-3043
(29.99339441400008, -90.06640073299997)"
DIMARTINO'S FAMOUS N O MUFFULETTAS,3900 GENERAL DE GAULLE DR,NEW ORLEANS,LA,70114-8210,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),"ITALIAN SPECIALTIES, INC","3900 GENERAL DE GAULLE DR
NEW ORLEANS, LA 70114-8210
(29.922666933000073, -90.01642556599995)"
DINE-IN DELIVERY,2931 TULANE AVE,NEW ORLEANS,LA,70119,1106 - GROCERY (EXC CONVENIENCE) STORES,BUSINISTRY LLC,"2931 TULANE AVE
NEW ORLEANS, LA 70119
(29.963375789000054, -90.09401847699996)"
DINO'S BAR & GRILL,1128 TCHOUPITOULAS ST,NEW ORLEANS,LA,70130-4038,1126 - DRINKING PLACES (ALCOHOLIC BEVERAGES),RAYMONDE INC,"1128 TCHOUPITOULAS ST
NEW ORLEANS, LA 70130-4038
(29.93989689500006, -90.06699977299996)"
DIS AND DAT,2540 BANKS ST,NEW ORLEANS,LA,70119,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),STRANGE BREW NOLA LLC,"2540 BANKS ST
NEW ORLEANS, LA 70119
(29.96180638100003, -90.08810611899997)"
DISCOUNT EXPRESS,2000 ESPLANADE AVE,NEW ORLEANS,LA,70116,1101 - CONVENIENCE STORES,2 NY FASHIONS INC,"2000 ESPLANADE AVE
NEW ORLEANS, LA 70116
(29.971836994000057, -90.07235673199995)"
DISH ON HAYNE,9734 HAYNE BLVD,NEW ORLEANS,LA,70127,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),SMOODIE INC,"9734 HAYNE BLVD
NEW ORLEANS, LA 70127
(30.04810690100004, -89.98651858499994)"
DIXIE CHICKEN & RIBS,6264 ARGONNE BLVD,NEW ORLEANS,LA,70124,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),DIXIE CHICKEN &  RIBS LLC,"6264 ARGONNE BLVD
NEW ORLEANS, LA 70124
(30.003653800000052, -90.10290141799999)"
DIXIE DIVA'S,606 IBERVILLE ST,NEW ORLEANS,LA,70130,1126 - DRINKING PLACES (ALCOHOLIC BEVERAGES),"OFF BOURBON, INC.","606 IBERVILLE ST
NEW ORLEANS, LA 70130
(29.95363670300003, -90.06758628499995)"
DIXIE MARKET,501 CANAL ST,NEW ORLEANS,LA,70130,1101 - CONVENIENCE STORES,DEEP SOUTH GROCERY CO   INC,"501 CANAL ST
NEW ORLEANS, LA 70130
(29.952051923000056, -90.06717490799997)"
DOLCE VITA PIZZERIA,1205 ST CHARLES AVE,NEW ORLEANS,LA,70130,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),DOLCE VITA PIZZERIA LLC,"1205 ST CHARLES AVE
NEW ORLEANS, LA 70130
(29.941178232000027, -90.07409437299998)"
DOMENICA,123 BARONNE ST,NEW ORLEANS,LA,70112,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),"DOMENICA RESTAURANT, LLC","123 BARONNE ST
NEW ORLEANS, LA 70112
(29.953842962000067, -90.07157894099998)"
DOMILISES BAR,5240 ANNUNCIATION ST,NEW ORLEANS,LA,70115-1848,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),"DOMILISE, SR. KENNETH J.","5240 ANNUNCIATION ST
NEW ORLEANS, LA 70115-1848
(29.917533409000043, -90.11233169199994)"
DON LEONCIO CIGARS,430 CANAL ST,NEW ORLEANS,LA,70130,1126 - DRINKING PLACES (ALCOHOLIC BEVERAGES),"DON LEONCIO CIGARS, LLC","430 CANAL ST
NEW ORLEANS, LA 70130
(29.951512238000078, -90.06689683599996)"
DON'S FOOD  MART,1730 EAGLE ST,NEW ORLEANS,LA,70118,1101 - CONVENIENCE STORES,"DON'S FOOD MART, LLC","1730 EAGLE ST
NEW ORLEANS, LA 70118
(29.956171723000068, -90.13124063699996)"
DORIS METROPOLITAN,620 CHARTRES ST,NEW ORLEANS,LA,70116,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),DMNO LLC,"620 CHARTRES ST
NEW ORLEANS, LA 70116
(29.957067135000045, -90.06411764899997)"
DOS JEFES BAR,5535 TCHOUPITOULAS ST,NEW ORLEANS,LA,70115-2021,1126 - DRINKING PLACES (ALCOHOLIC BEVERAGES),WILD TCHOUPITOULAS INC,"5535 TCHOUPITOULAS ST
NEW ORLEANS, LA 70115-2021
(29.91646276800003, -90.11770083999994)"
DOT'S SWEET SHOP,3522 4TH ST,NEW ORLEANS,LA,70125-3131,1109 - CONFECTIONERY & NUT STORES,"HAYNES, DOROTHY MAE","3522 4TH ST
NEW ORLEANS, LA 70125-3131
(29.947522696000078, -90.09712502899998)"
